industry,Name,Brand,Categories,Rate Count,Price
Beer,Evil Twin Breaking The Waves Imperial IPA,Evil Twin,"ALE, Imperial  Double IPA, IPA",1,$17.19
Beer,"Evil Twin Every Day, Once A Day, Give Yourself An IPA",Evil Twin,"ALE, IPA",1,$13.99
Beer,Evil Twin Falco IPA 1/6 Barrel,Evil Twin,"ALE, IPA",1,$139.99
Beer,Evil Twin Falco 1/2 Barrel,Evil Twin,"ALE, IPA",1,$331.00
Beer,Evil Twin Mango Femme Fatale,Evil Twin,"ALE, IPA",1,$10.99
Beer,Evil Twin Brewing Femme Fatale Noir,Evil Twin,"ALE, IPA",1,$11.49
Beer,"Evil Twin A Man Who Doesn’t Love IPA Easily, Loves Too Much",Evil Twin,"ALE, Imperial  Double IPA, IPA",1,$29.99
Beer,Evil Twin I Plan On Writing An Epic Poem About This Gorgeous IPA,Evil Twin,"ALE, IPA, New England  Hazy IPA",1,$19.99
Beer,Evil Twin & Omnipollo Old Fashioned Lemonade IPA,Evil Twin,"ALE, IPA",1,$14.99
Beer,Evil Twin Raceday Sour IPA With Pineapple And Aloe Vera Salt,Evil Twin,"ALE, IPA",1,$16.49
Beer,Evil Twin Low Life,Evil Twin,"Lager, Pilsner",1,$10.99
Beer,Evil Twin Greenhouse Pils – American Oak Foudre Edition,Evil Twin,"Lager, Pilsner",1,$20.00
Beer,Evil Twin Pils Al Pastor,Evil Twin,"Lager, Pilsner",1,$10.03
Beer,Evil Twin Ashtray Heart,Evil Twin,"Smoked Beer  Rauchbier, Specialty Beer  Alternatives",1,$13.99
Beer,Evil Twin The Cowboy,Evil Twin,"Smoked Beer  Rauchbier, Specialty Beer  Alternatives",1,$11.64
Beer,Evil Twin Omnipollo Half & Half Lemonade Ice Tea IPA,Evil Twin,Fruit Beer,1,$14.99
Beer,Evil Twin Island Bliss,Evil Twin,"Malt Liquor, Specialty Beer  Alternatives",1,$17.99
Beer,Mikkeller Windy Hill IPA,Mikkeller,"ALE, IPA",5,$13.99
Beer,Mikkeller Raspberry Blush,Mikkeller,"ALE, Berliner Weisse, Sour  Wild Ale",4,$13.99
Beer,Mikkeller Staff Magician Pale Ale,Mikkeller,"ALE, American Pale Ale, Pale Ale",2,$12.99
Beer,Mikkeller Shapes Blonde Ale,Mikkeller,"ALE, Golden  Blonde Ale",1,$12.04
Beer,Mikkeller Porter,Mikkeller,"ALE, Imperial Porter, Porter",1,$11.50
Beer,Mikkeller To/From Fra Til Via (To Via From) Tequila Barrel Aged,Mikkeller,"ALE, Imperial Porter, Porter",1,$14.02
Beer,Mikkeller From To Via,Mikkeller,"ALE, Baltic Porter, Porter",1,$14.98
Beer,Mikkeller To From Via,Mikkeller,"ALE, Baltic Porter, Porter",1,$6.62
Beer,Mikkeller Willets Wit,Mikkeller,"ALE, Wheat Ale, Witbier",1,$15.99
Beer,Mikkeller Wit Fit,Mikkeller,"ALE, Wheat Ale, Witbier",1,$9.99
Beer,Mikkeller Lemoweizen,Mikkeller,"ALE, Hefeweizen, Wheat Ale",1,$21.99
Beer,Mikkeller Can I Get A Wit Wit,Mikkeller,"ALE, Wheat Ale, Witbier",1,$18.74
Beer,Mikkeller Monk’s Brew Elixer,Mikkeller,"ALE, Belgian-Style Ale, Quadrupel",1,$12.49
Beer,Mikkeller Misty Elliot,Mikkeller,"ALE, Belgian-Style Ale, Tripel",1,$12.99
Beer,Mikkeller Table Talker,Mikkeller,"ALE, Belgian-Style Ale",1,$18.99
Beer,Mikkeller Mastodor Mother Puncher,Mikkeller,"ALE, Belgian-Style Ale",1,$5.79
Beer,Mikkeller Ah Hvad?!,Mikkeller,"ALE, Belgian-Style Ale",1,$12.99
Beer,Mikkeller Santa’s Little Helper Aged in Cognac Barrels,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",1,$15.49
Beer,Mikkeller Nelson Sauvin Brut Dry Hopped,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",1,$26.99
Beer,Mikkeller Nelson Sauvignon Brut,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",1,$26.49
Beer,"Mikkeller Peter, Pale & Mary",Mikkeller,"ALE, American Pale Ale, Pale Ale",1,$5.49
Beer,Mikkeller All Others Pale,Mikkeller,"ALE, Pale Ale",1,$8.74
Beer,Mikkeller Tiger Baby American Pale Ale,Mikkeller,"ALE, American Pale Ale, Pale Ale",1,$13.99
Beer,Mikkeller Sparks Pale Ale,Mikkeller,"ALE, American Pale Ale, Pale Ale",1,$6.04
Beer,Mikkeller Brewing Passion Pool Gose,Mikkeller,"ALE, Gose, Sour  Wild Ale",1,$14.99
Beer,Mikkeller Passion Pool,Mikkeller,"ALE, Gose, Sour  Wild Ale",1,$18.99
Beer,Mikkeller Hallo Ich Bin Berliner Weisse Raspberry,Mikkeller,"ALE, Berliner Weisse, Sour  Wild Ale",1,$4.99
Beer,Mikkeller Spontanlingonberry,Mikkeller,"ALE, Lambic, Sour  Wild Ale",1,$15.02
Beer,Mikkeller Spontanpear,Mikkeller,"ALE, Lambic, Sour  Wild Ale",1,$14.74
Beer,Mikkeller Spontandryhop Citra,Mikkeller,"ALE, Sour  Wild Ale, Wild Ale",1,$7.04
